Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City C,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
35,Non-binary,PhD,Single,93567,727,31399,Business,Unemployed,1,Excellent,0.425641922,133862,3,east brandon,East Brandon,OR,Maldives,0,1,Low
21,M,High School,Divorced,,736,10097,Home,Self-employed,19,Excellent,0.346576534,179856,3,lake blake,Lake Blake,CT,Lithuania,2,0,Medium
66,Non-binary,Master's,Divorced,29953,746,40008,Auto,Employed,18,Good,0.555941663,41076,1,port nataliebury,Port Nataliebury,AR,Chile,4,2,Low
30,Non-binary,Master's,Widowed,68533,668,46860,Business,Unemployed,4,Fair,0.586484222,56327,1,south allisontown,South Allisontown,NJ,Ireland,2,1,Medium
41,M,Master's,Widowed,90009,618,23839,Business,Employed,13,Excellent,0.29186315,47481,3,lake ashley,Lake Ashley,OK,Luxembourg,3,1,Low
46,F,Bachelor's,Widowed,62625,721,34012,Auto,Employed,6,Fair,0.58228598,217229,3,lake frank,Lake Frank,AS,Spain,2,0,Medium
66,Non-binary,High School,Single,24787,651,12353,Home,Self-employed,10,Fair,0.446839764,127291,4,kellychester,Kellychester,HI,Gibraltar,1,2,Low
62,Non-binary,High School,Married,35032,774,15146,Personal,Self-employed,18,Poor,0.343247065,210222,1,north kayla,North Kayla,MI,Cyprus,1,1,Low
27,Non-binary,High School,Single,39416,797,20981,Personal,Employed,13,Good,0.439787343,217062,3,thomashaven,Thomashaven,MO,Togo,2,2,Low
25,F,PhD,Divorced,,707,21907,Home,Employed,5,Fair,0.152986963,101704,1,taylorberg,Taylorberg,DC,Sierra Leone,1,2,High
59,F,High School,Married,,662,10127,Business,Unemployed,18,Poor,0.103737793,35022,4,west angelaberg,West Angelaberg,OR,Canada,2,0,Low
40,M,High School,Divorced,28584,670,45944,Personal,Employed,19,Poor,0.465886666,28582,4,lake nicholas,Lake Nicholas,NC,Mauritania,0,2,Low
21,Non-binary,PhD,Widowed,52160,768,32692,Auto,Employed,1,Good,0.532016273,162610,0,pricechester,Pricechester,CT,Haiti,1,0,Low
47,Non-binary,PhD,Married,32907,607,11126,Home,Self-employed,12,Fair,0.205893026,263399,0,chavezmouth,Chavezmouth,PA,Cuba,4,1,Low
39,M,PhD,Widowed,,709,27855,Auto,Unemployed,2,Poor,0.426638648,101117,3,lake lee,Lake Lee,WI,Madagascar,1,0,High
60,Non-binary,High School,Divorced,,624,12676,Business,Unemployed,10,Excellent,0.102503028,85885,0,lake whitneyport,Lake Whitneyport,NH,Saudi Arabia,1,2,Low
38,M,PhD,Married,118597,787,15890,Business,Self-employed,4,Poor,0.385738559,228889,4,new donald,New Donald,ME,Norfolk Island,4,2,Low
54,Non-binary,Master's,Widowed,36167,732,14537,Business,Employed,3,Poor,0.390626231,114242,4,teresaview,Teresaview,WA,Switzerland,0,0,Low
62,Non-binary,PhD,Widowed,60799,653,16653,Home,Employed,14,Excellent,0.229413366,141013,0,holmeshaven,Holmeshaven,AS,New Caledonia,2,1,Low
66,F,PhD,Widowed,102098,774,23868,Personal,Self-employed,14,Poor,0.399475373,138041,4,port vincentland,Port Vincentland,PR,Kenya,4,2,Medium
67,Non-binary,Master's,Widowed,28382,611,5303,Personal,Unemployed,9,Fair,0.525447175,105398,1,joannton,Joannton,WY,Niger,1,1,Low
40,Non-binary,High School,Married,26472,636,16001,Personal,Unemployed,5,Poor,0.290855649,251097,4,west thomasmouth,West Thomasmouth,LA,Falkland Islands (Malvinas),2,1,Low
47,M,High School,Widowed,65650,611,44507,Business,Self-employed,18,Good,0.115541594,20233,4,east jason,East Jason,PW,Spain,3,1,Low
61,M,Master's,Widowed,35941,788,49358,Personal,Employed,6,Poor,0.317185135,218344,0,jillianchester,Jillianchester,SD,Gibraltar,0,2,High
21,M,Bachelor's,Divorced,50750,725,38337,Personal,Self-employed,4,Poor,0.477515787,153666,2,north loristad,North Loristad,MS,New Caledonia,4,1,Low
29,M,Master's,Single,50105,646,43215,Business,Employed,9,Excellent,0.510257995,135453,2,east mary,East Mary,IN,Liberia,4,2,Low
54,F,Master's,Widowed,56417,646,30638,Personal,Unemployed,17,Excellent,0.126341476,79219,4,charlesville,Charlesville,UT,Croatia,2,2,Medium
20,F,Master's,Widowed,43453,620,32213,Auto,Self-employed,11,Poor,0.510849977,29064,4,wilkersonmouth,Wilkersonmouth,WI,Slovenia,1,0,Low
40,F,High School,Divorced,26575,605,38418,Home,Self-employed,0,Fair,0.1366381,223069,,new roberttown,New Roberttown,NC,Slovakia (Slovak Republic),0,1,Medium
64,Non-binary,High School,Single,29895,672,31811,Business,Unemployed,10,Fair,0.575319248,33934,2,vasquezside,Vasquezside,GA,Jordan,2,2,Medium
27,M,PhD,Married,65952,757,28720,Home,Unemployed,9,Poor,0.365318445,171099,2,johnville,Johnville,TX,Sudan,0,1,High
57,M,Bachelor's,Single,68484,665,25502,Personal,Self-employed,17,Fair,0.5866844,92037,3,north jessica,North Jessica,AZ,Brunei Darussalam,1,2,Medium
57,M,PhD,Divorced,56365,724,47706,Home,Employed,12,Poor,0.547536638,231500,1,brownland,Brownland,MD,Cayman Islands,1,1,Low
30,F,Master's,Single,73294,753,17134,Business,Unemployed,0,Poor,0.592269346,133903,,hamiltonton,Hamiltonton,MD,Honduras,3,0,Low
64,F,High School,Married,105669,672,25679,Home,Unemployed,12,Fair,0.549715743,128139,1,davidland,Davidland,WV,Philippines,2,2,Medium
43,F,PhD,Widowed,109579,670,5331,Home,Unemployed,12,Excellent,0.342271915,224385,,lake sarahhaven,Lake Sarahhaven,MN,Czech Republic,0,1,High
45,M,Bachelor's,Divorced,46836,728,16427,Home,Unemployed,12,Excellent,0.285018665,90809,0,crawfordberg,Crawfordberg,PA,Tajikistan,3,0,Low
57,Non-binary,High School,Married,97848,628,12837,Auto,Employed,0,Fair,0.195256861,253074,,hoganstad,Hoganstad,WA,Madagascar,0,1,Low
35,Non-binary,High School,Widowed,58233,678,7467,Home,Self-employed,8,Fair,0.247586987,212170,0,east scott,East Scott,DE,United States Minor Outlying Islands,4,0,Low
40,Non-binary,PhD,Widowed,32039,697,17736,Auto,Unemployed,19,Excellent,0.312549566,261013,2,north ryan,North Ryan,CA,Isle of Man,2,1,Medium
24,Non-binary,Master's,Divorced,62240,686,16557,Home,Self-employed,5,Good,0.489940647,161501,2,mathewschester,Mathewschester,CA,Denmark,2,0,Medium
51,Non-binary,Bachelor's,Married,69336,623,16718,Personal,Employed,19,Good,0.544443485,191206,0,west glen,West Glen,IL,Latvia,4,2,Low
50,F,Master's,Divorced,100140,688,33197,Auto,Self-employed,11,Good,0.112649975,74904,2,sheilashire,Sheilashire,OR,United States Virgin Islands,1,1,Low
57,M,Bachelor's,Widowed,,765,42058,Home,Self-employed,9,Poor,0.467978658,37853,2,royhaven,Royhaven,MN,Malawi,2,0,Medium
34,M,Master's,Single,42150,624,48728,Personal,Unemployed,15,Poor,0.414614394,262621,0,south amberport,South Amberport,NM,Russian Federation,0,1,Low
64,F,Master's,Single,80399,604,26266,Home,Self-employed,11,Good,0.26433347,180138,4,port elizabeth,Port Elizabeth,SC,Zambia,1,0,Medium
18,F,High School,Single,,659,23763,Personal,Employed,11,Excellent,0.135876544,53911,0,saramouth,Saramouth,MI,Yemen,1,0,Medium
62,Non-binary,PhD,Widowed,47524,733,25006,Business,Self-employed,8,Fair,0.340627371,266852,0,johnsonburgh,Johnsonburgh,DE,Brunei Darussalam,4,0,Medium
64,Non-binary,PhD,Married,111353,644,16281,Business,Unemployed,15,Poor,0.409422291,37663,,charlesport,Charlesport,HI,Kuwait,0,0,High
46,F,Bachelor's,Widowed,93202,693,24009,Personal,Employed,5,Good,0.275895512,271115,2,joshuatown,Joshuatown,WV,Pakistan,1,1,Low
49,M,High School,Widowed,20048,695,23531,Home,Unemployed,12,Fair,0.151978703,200287,0,west crystal,West Crystal,KY,Holy See (Vatican City State),4,1,Low
63,Non-binary,Bachelor's,Widowed,105107,786,19550,Personal,Self-employed,0,Fair,0.354693655,84076,,goldenfort,Goldenfort,ID,Nigeria,1,0,Low
22,F,PhD,Single,54819,647,21502,Personal,Employed,9,Good,0.573745849,171995,4,brentville,Brentville,LA,Bulgaria,1,2,Medium
30,Non-binary,PhD,Married,25166,642,13812,Business,Unemployed,9,Poor,0.449417981,165744,2,east jesusland,East Jesusland,GA,Yemen,1,0,Low
40,F,Master's,Widowed,51734,770,17974,Business,Self-employed,13,Good,0.171794578,165500,,raymondton,Raymondton,MI,Falkland Islands (Malvinas),1,1,High
40,Non-binary,Master's,Divorced,108941,648,31656,Business,Self-employed,10,Good,0.471296372,162950,4,dianahaven,Dianahaven,ME,Cambodia,2,0,Low
45,F,PhD,Married,80587,767,32737,Business,Self-employed,2,Excellent,0.341714207,38887,1,connermouth,Connermouth,MH,Puerto Rico,2,0,Low
62,M,Bachelor's,Divorced,29622,653,19443,Home,Self-employed,18,Poor,0.338742089,137067,2,russellburgh,Russellburgh,AL,Egypt,0,2,Low
58,Non-binary,Master's,Widowed,82072,767,32164,Home,Unemployed,10,Excellent,0.131278058,259608,2,rebeccaview,Rebeccaview,PW,Greenland,1,2,Low
30,M,Master's,Widowed,119129,718,25879,Personal,Employed,3,Good,0.585185501,24311,4,new whitneyville,New Whitneyville,WV,Antigua and Barbuda,0,1,Low
62,Non-binary,Bachelor's,Divorced,101459,798,14764,Auto,Employed,9,Fair,0.585130842,36980,0,philipberg,Philipberg,ID,Tuvalu,3,2,Low
43,M,PhD,Married,26114,742,17020,Personal,Self-employed,12,Fair,0.444603502,47928,4,south reginaldchester,South Reginaldchester,KS,Saudi Arabia,1,0,Low
61,Non-binary,Bachelor's,Single,81679,682,40637,Business,Employed,5,Excellent,0.34553345,89371,2,jonathanberg,Jonathanberg,GU,Afghanistan,4,2,Medium
60,F,PhD,Widowed,63794,616,26557,Auto,Employed,6,Fair,0.544592206,130287,0,popemouth,Popemouth,AS,Tokelau,3,1,Low
48,F,High School,Married,76435,607,38303,Personal,Unemployed,2,Fair,0.399460902,254395,,michaelside,Michaelside,TX,Saint Vincent and the Grenadines,3,2,Medium
37,F,High School,Divorced,50215,775,19538,Personal,Self-employed,1,Excellent,0.197679499,245353,1,clarkeland,Clarkeland,LA,Israel,1,1,Low
64,M,High School,Widowed,79046,767,20698,Auto,Self-employed,16,Good,0.483378394,235269,,port jonathan,Port Jonathan,MH,Jamaica,2,1,Medium
67,F,High School,Married,115265,738,17455,Personal,Employed,18,Good,0.205559945,97259,,lake adam,Lake Adam,SC,Western Sahara,2,0,Medium
23,F,High School,Single,,683,45704,Business,Employed,6,Good,0.560165829,198836,1,lake cynthia,Lake Cynthia,ID,Guernsey,4,1,Low
67,M,PhD,Married,50589,711,19189,Auto,Self-employed,18,Fair,0.507867028,208033,,davilaton,Davilaton,KS,Niger,2,1,High
21,Non-binary,PhD,Single,97903,612,32258,Business,Self-employed,8,Poor,0.183359261,36597,3,kimberlyburgh,Kimberlyburgh,MP,Andorra,3,2,Medium
57,M,Master's,Single,104860,624,37383,Business,Self-employed,1,Good,0.530324238,294817,0,port jose,Port Jose,MN,Antarctica (the territory South of 60 deg S),4,2,Low
69,Non-binary,Master's,Widowed,23140,689,20402,Auto,Employed,15,Fair,0.423471073,139670,3,birdshire,Birdshire,WV,Comoros,3,0,Medium
63,F,High School,Widowed,72771,753,7199,Home,Unemployed,6,Fair,0.554096576,131209,2,jonesberg,Jonesberg,WV,Haiti,1,1,Low
35,F,High School,Married,64378,734,36076,Home,Self-employed,10,Good,0.346086483,212999,0,phelpshaven,Phelpshaven,AL,Czech Republic,0,1,Medium
34,M,Master's,Single,41320,643,5887,Home,Unemployed,16,Poor,0.272688766,221383,2,willisland,Willisland,KY,Central African Republic,0,0,Medium
57,M,Bachelor's,Widowed,44914,744,15436,Business,Employed,12,Good,0.196146055,178569,4,lisaville,Lisaville,PR,Turks and Caicos Islands,0,0,Medium
65,Non-binary,High School,Divorced,53514,658,20960,Auto,Unemployed,16,Excellent,0.166200044,269094,3,josephburgh,Josephburgh,GU,British Indian Ocean Territory (Chagos Archipelago),3,1,Low
24,M,Bachelor's,Divorced,79220,667,22787,Business,Employed,19,Poor,0.464305261,36768,2,arellanotown,Arellanotown,NE,Reunion,0,1,Low
50,Non-binary,PhD,Married,119423,664,5783,Business,Unemployed,17,Excellent,0.375676105,93529,4,west jonathan,West Jonathan,MH,Bhutan,1,1,Low
35,F,Master's,Divorced,61271,621,24896,Home,Unemployed,5,Poor,0.560686816,169296,0,stephensshire,Stephensshire,TX,Somalia,4,2,Low
23,F,Master's,Divorced,75891,770,18363,Business,Unemployed,11,Good,0.521441884,180056,1,donaldsonfort,Donaldsonfort,NC,Cuba,3,0,High
55,F,Bachelor's,Single,78175,780,5389,Personal,Self-employed,7,Excellent,0.262362277,217543,1,dianastad,Dianastad,NE,Western Sahara,3,0,Low
30,Non-binary,Bachelor's,Widowed,28103,611,7720,Business,Employed,1,Good,0.291528796,243621,1,east maryburgh,East Maryburgh,GU,Niue,0,0,Low
37,M,Bachelor's,Divorced,71786,656,24319,Home,Employed,13,Fair,0.380752084,146070,3,east lisaville,East Lisaville,DE,Eritrea,4,1,Low
26,M,PhD,Widowed,,630,44673,Business,Unemployed,2,Good,0.288029864,293748,0,underwoodhaven,Underwoodhaven,MN,Namibia,3,1,High
50,Non-binary,Master's,Single,67838,656,36472,Personal,Employed,9,Poor,0.535325107,275737,2,west shelly,West Shelly,CO,Georgia,1,2,High
65,F,PhD,Married,88203,643,40445,Personal,Self-employed,13,Excellent,0.468890225,181013,3,jeffersonville,Jeffersonville,TX,Australia,4,0,Medium
21,Non-binary,High School,Divorced,108484,697,47527,Business,Employed,3,Good,0.223644241,158223,,jasonfort,Jasonfort,HI,Tokelau,2,1,High
38,F,PhD,Widowed,94624,635,40521,Auto,Employed,11,Good,0.454539354,219160,,johnmouth,Johnmouth,AL,Solomon Islands,0,1,Low
64,Non-binary,PhD,Single,117685,653,49771,Auto,Self-employed,12,Fair,0.248129982,92474,1,port laurenport,Port Laurenport,OH,Hungary,1,0,High
63,F,PhD,Widowed,94005,768,14529,Home,Employed,17,Poor,0.312716657,289791,0,leeville,Leeville,MO,Turks and Caicos Islands,2,2,Low
62,Non-binary,Master's,Divorced,112604,652,9141,Business,Employed,16,Poor,0.420685426,200431,1,west valerieburgh,West Valerieburgh,TX,Macao,1,2,Low
30,M,Master's,Single,107508,634,49649,Business,Unemployed,10,Fair,0.209110342,112895,,mccallville,Mccallville,VA,Bangladesh,3,1,Low
24,Non-binary,Master's,Single,119322,651,30312,Auto,Self-employed,6,Fair,0.384486858,48448,0,adamburgh,Adamburgh,MN,Dominica,4,1,Medium
42,Non-binary,Bachelor's,Widowed,40724,632,34258,Auto,Unemployed,17,Excellent,0.36604239,37206,4,south brittany,South Brittany,KY,Mozambique,2,0,Low
66,Non-binary,High School,Divorced,22118,699,28111,Business,Unemployed,4,Good,0.138634036,38278,0,lake kathleen,Lake Kathleen,NC,Qatar,2,1,Low
60,F,PhD,Widowed,115797,628,9677,Home,Employed,10,Excellent,0.479150669,66561,,christinafort,Christinafort,TN,Saint Lucia,1,2,Low
64,F,Master's,Divorced,89142,755,24622,Auto,Unemployed,8,Excellent,0.116311257,49324,1,port jacqueline,Port Jacqueline,PR,Korea,1,0,High
51,Non-binary,Master's,Divorced,117807,766,27715,Home,Employed,1,Fair,0.55537038,97405,4,east michael,East Michael,SD,Israel,2,1,Medium
32,F,Master's,Married,92317,694,46921,Personal,Self-employed,9,Good,0.335989467,188983,2,south rickychester,South Rickychester,NV,Cameroon,1,1,Low
53,Non-binary,High School,Divorced,,635,15626,Personal,Employed,17,Fair,0.580214341,28327,,west katiefort,West Katiefort,DE,Rwanda,0,2,Medium
31,F,PhD,Divorced,73177,731,25543,Business,Employed,16,Good,0.577517137,274825,1,new michael,New Michael,WA,Malawi,2,1,Low
46,M,PhD,Divorced,107594,731,43398,Auto,Unemployed,12,Fair,0.526399052,90889,3,mirandaburgh,Mirandaburgh,MO,Japan,1,1,Low
43,Non-binary,High School,Widowed,,673,44829,Home,Employed,10,Fair,0.592862627,57467,1,victorfort,Victorfort,RI,El Salvador,3,2,Low
43,M,High School,Single,65775,647,34398,Business,Unemployed,8,Excellent,0.339082791,254459,4,north amber,North Amber,TX,Peru,0,2,Low
29,Non-binary,PhD,Married,109142,640,39729,Personal,Self-employed,9,Good,0.585544962,93762,,new amanda,New Amanda,NV,Luxembourg,2,0,Medium
62,Non-binary,Bachelor's,Widowed,90739,611,10644,Personal,Self-employed,7,Fair,0.534340067,56958,0,bairdhaven,Bairdhaven,SD,Trinidad and Tobago,2,1,Low
21,F,High School,Divorced,101909,716,27028,Auto,Employed,8,Fair,0.180796959,105337,3,leeton,Leeton,GA,Tajikistan,0,1,Low
40,M,PhD,Divorced,83545,669,37091,Personal,Employed,4,Fair,0.432347713,105009,2,alexanderport,Alexanderport,DE,Cyprus,0,1,Medium
39,F,High School,Divorced,89434,713,40742,Personal,Self-employed,1,Fair,0.261042954,274580,0,smithfort,Smithfort,KS,Mali,3,0,Low
35,M,High School,Single,22921,668,32915,Business,Unemployed,11,Good,0.39879648,194387,4,lake jenniferbury,Lake Jenniferbury,RI,United States Virgin Islands,1,1,Medium
65,Non-binary,Master's,Married,29808,650,36002,Auto,Employed,14,Poor,0.20005982,160658,,matthewmouth,Matthewmouth,TX,Bosnia and Herzegovina,3,2,Low
24,M,Bachelor's,Married,87262,785,16876,Personal,Unemployed,4,Poor,0.57474662,94771,4,port christineshire,Port Christineshire,MP,North Macedonia,4,2,High
20,F,Master's,Married,,652,48311,Auto,Employed,15,Excellent,0.165993372,202837,2,jasonstad,Jasonstad,ND,Gabon,3,0,Low
62,F,PhD,Widowed,65134,688,33014,Personal,Employed,6,Good,0.493009442,128020,2,new tyler,New Tyler,GU,Jordan,4,0,Low
40,M,PhD,Single,78097,663,26963,Home,Unemployed,6,Good,0.129908713,256749,2,alexandriaville,Alexandriaville,AS,Philippines,2,2,Low
67,F,Master's,Married,20792,636,29432,Auto,Self-employed,8,Good,0.349480554,288064,2,davidmouth,Davidmouth,VI,Mayotte,1,1,Low
28,M,Bachelor's,Single,67059,761,16569,Personal,Unemployed,9,Poor,0.300002437,149175,3,south micheleside,South Micheleside,SD,Saint Pierre and Miquelon,2,0,Medium
47,M,PhD,Single,25022,785,11905,Auto,Employed,0,Excellent,0.565916761,276196,3,jacobtown,Jacobtown,OK,Montenegro,2,2,Medium
54,F,Bachelor's,Divorced,22108,608,26009,Auto,Unemployed,4,Excellent,0.54880214,65873,3,welchborough,Welchborough,NC,Antarctica (the territory South of 60 deg S),2,2,Low
65,Non-binary,Bachelor's,Widowed,,759,30591,Personal,Self-employed,16,Good,0.462682556,291561,4,south tinahaven,South Tinahaven,TX,Jordan,0,1,Low
52,Non-binary,Bachelor's,Single,94266,690,41006,Auto,Employed,14,Good,0.108941195,140014,2,east emilyside,East Emilyside,GA,Bosnia and Herzegovina,3,0,Low
62,F,High School,Widowed,77326,601,6704,Auto,Self-employed,9,Fair,0.106999046,201209,2,lake evelynborough,Lake Evelynborough,AR,Guam,2,0,Medium
27,M,Bachelor's,Single,23577,651,31783,Home,Self-employed,14,Good,0.486668922,258639,,north robert,North Robert,FM,Lesotho,2,2,Low
53,F,Bachelor's,Divorced,74774,677,20920,Auto,Unemployed,19,Excellent,0.438265239,126521,1,royport,Royport,MT,Jamaica,3,2,Low
45,F,Bachelor's,Divorced,107160,652,44757,Home,Employed,11,Good,0.120905225,83345,4,lake johnmouth,Lake Johnmouth,NH,Switzerland,3,0,Low
28,Non-binary,PhD,Divorced,,782,41777,Business,Employed,8,Excellent,0.582264512,163740,,port connor,Port Connor,RI,Marshall Islands,4,2,Low
35,Non-binary,Bachelor's,Single,52746,724,45344,Business,Unemployed,19,Poor,0.411000077,208129,1,nicholasville,Nicholasville,SC,Afghanistan,0,2,Low
26,F,PhD,Married,,739,10029,Auto,Unemployed,15,Excellent,0.586787758,94210,3,georgefurt,Georgefurt,ND,Lao People's Democratic Republic,4,1,Low
29,Non-binary,High School,Widowed,,637,34108,Home,Employed,15,Poor,0.176579442,186351,0,east kaitlynberg,East Kaitlynberg,OK,Andorra,4,1,Medium
58,F,Master's,Widowed,98229,603,39253,Business,Employed,14,Good,0.561187593,225389,1,south brianberg,South Brianberg,MA,Swaziland,4,2,Low
40,F,PhD,Widowed,107738,756,13481,Auto,Self-employed,6,Fair,0.572112601,290992,,lake michelleton,Lake Michelleton,NE,Ecuador,4,1,Medium
54,F,High School,Divorced,118144,606,22024,Auto,Unemployed,13,Fair,0.465189288,167564,3,east ryanville,East Ryanville,SC,Niger,0,1,Low
58,Non-binary,High School,Married,78543,678,36343,Business,Unemployed,9,Poor,0.114296495,103672,0,chelseaport,Chelseaport,MN,Mozambique,1,0,Medium
69,Non-binary,Master's,Single,101560,652,6999,Business,Unemployed,1,Good,0.502682352,235461,1,mendezville,Mendezville,FL,Turks and Caicos Islands,0,0,Low
34,Non-binary,Master's,Divorced,87759,698,46918,Home,Unemployed,17,Excellent,0.465360684,224509,2,new brandy,New Brandy,AR,Saudi Arabia,3,0,Low
51,F,Master's,Single,62381,619,34113,Personal,Employed,15,Poor,0.599118222,231228,1,antoniochester,Antoniochester,ME,Angola,2,2,Low
18,M,Master's,Single,62290,651,42621,Business,Employed,10,Excellent,0.274504128,54169,4,east kimberlyton,East Kimberlyton,NC,Brunei Darussalam,1,1,Low
21,M,High School,Married,48223,602,39377,Business,Unemployed,8,Excellent,0.180327094,44326,2,davistown,Davistown,IL,Guinea,3,2,Low
23,M,High School,Single,23642,621,39657,Auto,Self-employed,19,Poor,0.428474592,29916,1,rachelborough,Rachelborough,TN,Australia,1,0,Low
60,F,Bachelor's,Divorced,36603,786,45743,Business,Unemployed,14,Good,0.1395342,150966,4,natashachester,Natashachester,VA,Nigeria,3,1,Low
55,M,Master's,Divorced,84509,744,31510,Auto,Self-employed,2,Good,0.300800841,27836,4,east annhaven,East Annhaven,PR,Tunisia,2,1,Low
60,Non-binary,Bachelor's,Divorced,29718,651,22776,Home,Self-employed,4,Good,0.142995822,48721,3,nicholasborough,Nicholasborough,NJ,Dominica,4,0,Medium
64,M,Bachelor's,Single,,683,20934,Auto,Unemployed,3,Fair,0.191020556,128737,,johnsonmouth,Johnsonmouth,MO,Chad,3,1,Medium
37,Non-binary,PhD,Divorced,102910,673,29877,Business,Self-employed,18,Good,0.499804969,282094,4,east brianville,East Brianville,ME,Nepal,3,0,Low
